,limit,limitErr,mh,syst,iToy,iSeed,iChannel,t_cpu,t_real,quantileExpected
0,0.1418304443359375,0.0,500.0,1,0,123456,0,0.0,0.0,0.025
1,0.19445431232452393,0.0,500.0,1,0,123456,0,0.0,0.0,0.16
2,0.279296875,0.0,500.0,1,0,123456,0,0.0,0.0,0.5
3,0.4095517098903656,0.0,500.0,1,0,123456,0,0.0,0.0,0.84
4,0.5796110033988953,0.0,500.0,1,0,123456,0,0.0,0.0,0.975
5,0.2078857421875,0.0,400.0,1,0,123456,0,0.0,0.0,0.025
6,0.28382205963134766,0.0,400.0,1,0,123456,0,0.0,0.0,0.16
7,0.40625,0.0,400.0,1,0,123456,0,0.0,0.0,0.5
8,0.5924729108810425,0.0,400.0,1,0,123456,0,0.0,0.0,0.84
9,0.841084361076355,0.0,400.0,1,0,123456,0,0.0,0.0,0.975
10,0.255889892578125,0.0,350.0,1,0,123456,0,0.0,0.0,0.025
11,0.3527712821960449,0.0,350.0,1,0,123456,0,0.0,0.0,0.16
12,0.50390625,0.0,350.0,1,0,123456,0,0.0,0.0,0.5
13,0.738911509513855,0.0,350.0,1,0,123456,0,0.0,0.0,0.84
14,1.0519301891326904,0.0,350.0,1,0,123456,0,0.0,0.0,0.975
15,0.34151458740234375,0.0,300.0,1,0,123456,0,0.0,0.0,0.025
16,0.4728504419326782,0.0,300.0,1,0,123456,0,0.0,0.0,0.16
17,0.677734375,0.0,300.0,1,0,123456,0,0.0,0.0,0.5
18,0.9965088367462158,0.0,300.0,1,0,123456,0,0.0,0.0,0.84
19,1.4330719709396362,0.0,300.0,1,0,123456,0,0.0,0.0,0.975
20,0.47646331787109375,0.0,250.0,1,0,123456,0,0.0,0.0,0.025
21,0.6574400067329407,0.0,250.0,1,0,123456,0,0.0,0.0,0.16
22,0.94921875,0.0,250.0,1,0,123456,0,0.0,0.0,0.5
23,1.407037615776062,0.0,250.0,1,0,123456,0,0.0,0.0,0.84
24,2.0427165031433105,0.0,250.0,1,0,123456,0,0.0,0.0,0.975
25,0.8203125,0.0,200.0,1,0,123456,0,0.0,0.0,0.025
26,1.12152099609375,0.0,200.0,1,0,123456,0,0.0,0.0,0.16
27,1.640625,0.0,200.0,1,0,123456,0,0.0,0.0,0.5
28,2.4842336177825928,0.0,200.0,1,0,123456,0,0.0,0.0,0.84
29,3.726783514022827,0.0,200.0,1,0,123456,0,0.0,0.0,0.975
