,limit,limitErr,mh,syst,iToy,iSeed,iChannel,t_cpu,t_real,quantileExpected
0,0.12741470336914062,0.0,500.0,1,0,123456,0,0.0,0.0,0.025
1,0.17493656277656555,0.0,500.0,1,0,123456,0,0.0,0.0,0.16
2,0.2568359375,0.0,500.0,1,0,123456,0,0.0,0.0,0.5
3,0.3899246156215668,0.0,500.0,1,0,123456,0,0.0,0.0,0.84
4,0.5839349627494812,0.0,500.0,1,0,123456,0,0.0,0.0,0.975
5,0.147491455078125,0.0,400.0,1,0,123456,0,0.0,0.0,0.025
6,0.22328567504882812,0.0,400.0,1,0,123456,0,0.0,0.0,0.16
7,0.349609375,0.0,400.0,1,0,123456,0,0.0,0.0,0.5
8,0.5586430430412292,0.0,400.0,1,0,123456,0,0.0,0.0,0.84
9,0.8778766989707947,0.0,400.0,1,0,123456,0,0.0,0.0,0.975
10,0.18011474609375,0.0,350.0,1,0,123456,0,0.0,0.0,0.025
11,0.27883148193359375,0.0,350.0,1,0,123456,0,0.0,0.0,0.16
12,0.443359375,0.0,350.0,1,0,123456,0,0.0,0.0,0.5
13,0.7261192798614502,0.0,350.0,1,0,123456,0,0.0,0.0,0.84
14,1.168373465538025,0.0,350.0,1,0,123456,0,0.0,0.0,0.975
15,0.237335205078125,0.0,300.0,1,0,123456,0,0.0,0.0,0.025
16,0.371074914932251,0.0,300.0,1,0,123456,0,0.0,0.0,0.16
17,0.6015625,0.0,300.0,1,0,123456,0,0.0,0.0,0.5
18,1.0187890529632568,0.0,300.0,1,0,123456,0,0.0,0.0,0.84
19,1.7026270627975464,0.0,300.0,1,0,123456,0,0.0,0.0,0.975
20,0.33984375,0.0,250.0,1,0,123456,0,0.0,0.0,0.025
21,0.538970947265625,0.0,250.0,1,0,123456,0,0.0,0.0,0.16
22,0.90625,0.0,250.0,1,0,123456,0,0.0,0.0,0.5
23,1.5998214483261108,0.0,250.0,1,0,123456,0,0.0,0.0,0.84
24,2.7467429637908936,0.0,250.0,1,0,123456,0,0.0,0.0,0.975
25,0.59619140625,0.0,200.0,1,0,123456,0,0.0,0.0,0.025
26,0.9785499572753906,0.0,200.0,1,0,123456,0,0.0,0.0,0.16
27,1.734375,0.0,200.0,1,0,123456,0,0.0,0.0,0.5
28,3.310605764389038,0.0,200.0,1,0,123456,0,0.0,0.0,0.84
29,5.258642196655273,0.0,200.0,1,0,123456,0,0.0,0.0,0.975
